date,value
4/17/2024,1831.42
4/18/2024,1812.8
4/19/2024,1785.94
4/20/2024,1864.05
4/21/2024,1904.48
4/22/2024,2004.52
4/23/2024,2084.73
4/24/2024,2119.08
4/25/2024,2303.9
4/26/2024,2320.82
4/27/2024,2523.72
4/28/2024,2763.71
4/29/2024,2573.79
4/30/2024,2260.2
5/1/2024,2267.34
5/2/2024,2307.05
5/3/2024,2301.96
5/4/2024,2311.08
5/5/2024,2448.39
5/6/2024,2488.55
5/7/2024,2581.91
5/8/2024,2585.89
5/9/2024,2686.81
5/10/2024,2999.91
5/11/2024,2869.38
5/12/2024,2815.3
5/13/2024,2901.71
5/14/2024,2950.99
5/15/2024,2996.6
5/16/2024,2997.26
5/17/2024,2789.04
5/18/2024,2786.83
5/19/2024,2534.71
5/20/2024,2539.92
5/21/2024,2685.19
5/22/2024,2662.1
5/23/2024,2662.85
5/24/2024,2763.45
5/25/2024,2772.01
5/26/2024,2723.74
5/27/2024,2765.17
5/28/2024,2757.94
5/29/2024,2682.26
5/30/2024,2615.25
5/31/2024,2552.45
6/1/2024,2603.98
6/2/2024,2588.83
6/3/2024,2559.25
6/4/2024,2515.27
6/5/2024,2514.28
6/6/2024,2595
6/7/2024,2631.59
6/8/2024,2622.65
6/9/2024,2616.72
6/10/2024,2916.14
6/11/2024,2571.34
6/12/2024,2635.49
6/13/2024,2537.16
6/14/2024,2413.47
6/15/2024,2423.71
6/16/2024,2425.22
6/17/2024,2363.25
6/18/2024,2231.14
6/19/2024,2058.77
6/20/2024,2230.49
6/21/2024,2387.61
6/22/2024,2397.17
6/23/2024,2900.7
6/24/2024,2838.41
6/25/2024,2862.42
6/26/2024,2832.18
6/27/2024,2777.26
6/28/2024,2768.08
6/29/2024,2610.76
6/30/2024,2693.32
7/1/2024,2897.45
7/2/2024,2808.76
7/3/2024,2758.53
7/4/2024,2889.62
7/5/2024,2921.35
7/6/2024,2762.53
7/7/2024,2813.31
7/8/2024,2899.33
7/9/2024,3290.01
7/10/2024,3293.29
7/11/2024,3397.68
7/12/2024,3484.85
7/13/2024,3422.76
7/14/2024,3453.45
7/15/2024,3679.72
7/16/2024,3949.92
7/17/2024,4208.39
7/18/2024,4325.13
7/19/2024,4455.97
7/20/2024,4381.23
7/21/2024,4484.7
7/22/2024,4370.13
7/23/2024,4243.26
7/24/2024,4196.29
7/25/2024,4109.14
7/26/2024,4128.76
7/27/2024,4255.78
7/28/2024,4376.39
7/29/2024,4455.7
7/30/2024,4379.28
7/31/2024,4416.59
8/1/2024,4403.93
8/2/2024,4625.68
8/3/2024,4626.52
8/4/2024,4736.05
8/5/2024,4892.01
8/6/2024,4975.04
8/7/2024,4714.08
8/8/2024,4591.63
8/9/2024,4427.84
8/10/2024,4617.25
8/11/2024,4655.04
8/12/2024,4661
8/13/2024,4308.82
8/14/2024,4245.44
8/15/2024,4261.67
8/16/2024,4344.65
8/17/2024,4131.98
8/18/2024,3920.6
8/19/2024,3733.45
8/20/2024,3808.84
8/21/2024,3664.81
8/22/2024,4079.23
8/23/2024,4094.07
8/24/2024,4031.39
8/25/2024,3916.42
8/26/2024,3758.27
8/27/2024,3819.21
8/28/2024,3796.15
8/29/2024,3950.25
8/30/2024,3969.89
8/31/2024,4210.05
9/1/2024,4279.31
9/2/2024,4214.63
9/3/2024,4358.43
9/4/2024,4403.74
9/5/2024,4470.23
9/6/2024,4432.47
9/7/2024,4352.31
9/8/2024,4362.64
9/9/2024,4413.27
9/10/2024,4443.88
9/11/2024,4624.14
9/12/2024,4878.71
9/13/2024,4922.17
9/14/2024,4873.73
9/15/2024,5446.91
9/16/2024,5840.3
9/17/2024,5837.7
9/18/2024,5852.48
9/19/2024,5776.23
9/20/2024,5800.35
9/21/2024,5603.82
9/22/2024,5744.35
9/23/2024,6060.11
9/24/2024,6194.88
9/25/2024,6076.26
9/26/2024,6075.59
9/27/2024,5935.52
9/28/2024,5754.33
9/29/2024,5976.8
9/30/2024,5988.39
10/1/2024,5876.72
10/2/2024,6255.71
10/3/2024,6214.99
10/4/2024,6470.43
10/5/2024,6767.31
10/6/2024,7367.33
10/7/2024,7461.29
10/8/2024,7492.86
10/9/2024,7617.48
10/10/2024,7445.77
10/11/2024,7253.32
10/12/2024,7776.42
10/13/2024,7446.83
10/14/2024,7312
10/15/2024,6873.15
10/16/2024,6625.05
10/17/2024,6811.19
10/18/2024,6764.98
10/19/2024,7342.25
10/20/2024,7967.38
10/21/2024,8004.59
10/22/2024,7884.99
10/23/2024,8101.91
10/24/2024,8336.86
10/25/2024,8348.66
10/26/2024,8302.26
10/27/2024,8267.4
10/28/2024,8374.16
10/29/2024,8790.92
10/30/2024,9522.93
10/31/2024,9818.35
11/1/2024,10125.7
11/2/2024,11517.4
11/3/2024,10801
11/4/2024,11046.7
11/5/2024,11320.2
11/6/2024,11858.7
11/7/2024,11657.2
11/8/2024,12032
11/9/2024,14369.1
11/10/2024,17899.7
11/11/2024,18353.4
11/12/2024,16783
11/13/2024,15850.6
11/14/2024,17513.9
11/15/2024,17781.8
11/16/2024,17653.1
11/17/2024,17085.8
11/18/2024,18154.1
11/19/2024,19716.7
11/20/2024,20089
11/21/2024,19371
11/22/2024,19177.8
11/23/2024,17934.7
11/24/2024,17567.7
11/25/2024,15943.4
11/26/2024,15603.2
11/27/2024,14626
11/28/2024,14593
11/29/2024,16461.2
11/30/2024,16930.9
12/1/2024,15888.4
12/2/2024,15279
12/3/2024,14681.9
12/4/2024,14377.4
12/5/2024,14112.2
12/6/2024,15444.6
12/7/2024,15572.8
12/8/2024,15739.7
12/9/2024,17705.2
12/10/2024,17712.4
12/11/2024,17579.6
12/12/2024,16537.9
12/13/2024,15497.5
12/14/2024,14973.3
12/15/2024,15018.8
12/16/2024,14229.9
12/17/2024,14659.5
12/18/2024,14511.8
12/19/2024,14445.5
12/20/2024,13843.1
12/21/2024,11678
12/22/2024,12107.3
12/23/2024,11992.8
12/24/2024,13103
12/25/2024,12895.9
12/26/2024,11966.4
12/27/2024,11377.6
12/28/2024,11501.4
12/29/2024,11785.7
12/30/2024,11656.7
12/31/2024,11614.9
1/1/2025,12040.3
1/2/2025,11875.6
1/3/2025,11307.2
1/4/2025,10381.6
1/5/2025,10288.8
1/6/2025,9142.28
1/7/2025,9430.75
1/8/2025,9334.87
1/9/2025,8364.84
1/10/2025,7850.7
1/11/2025,8509.11
1/12/2025,8558.77
1/13/2025,8736.98
1/14/2025,9122.55
1/15/2025,8616.13
1/16/2025,8985.92
1/17/2025,8958.47
1/18/2025,9518.54
1/19/2025,10234.8
1/20/2025,10324.1
1/21/2025,11139.5
1/22/2025,11349.8
1/23/2025,11273.8
1/24/2025,11958.5
1/25/2025,11418.5
1/26/2025,11039.1
1/27/2025,10487.3
1/28/2025,10597.2
1/29/2025,9923.22
1/30/2025,10475
1/31/2025,10878.5
2/1/2025,11089.8
2/2/2025,11052.3
2/3/2025,11189
2/4/2025,11528.2
2/5/2025,11512.6
2/6/2025,11704.1
2/7/2025,11500.1
2/8/2025,10929.5
2/9/2025,10147.4
2/10/2025,9466.35
2/11/2025,9531.32
2/12/2025,9711.89
2/13/2025,9937.5
2/14/2025,9470.38
2/15/2025,9355.85
2/16/2025,8428.35
2/17/2025,8585.15
2/18/2025,8346.53
2/19/2025,8245.51
2/20/2025,8675.87
2/21/2025,9051.02
2/22/2025,9177.37
2/23/2025,9100.71
2/24/2025,8879.62
2/25/2025,8996.18
2/26/2025,8682.01
2/27/2025,8530.08
2/28/2025,8232.78
3/1/2025,8122.89
3/2/2025,7994.33
3/3/2025,7276.66
3/4/2025,7207.85
3/5/2025,7060.95
3/6/2025,7135.47
3/7/2025,7530.94
3/8/2025,7469.88
3/9/2025,6933.82
3/10/2025,6857.49
3/11/2025,7050.54
3/12/2025,7111.56
3/13/2025,7178.11
3/14/2025,6872.41
3/15/2025,6968.32
3/16/2025,7899.23
3/17/2025,8183.96
3/18/2025,8140.71
3/19/2025,8338.42
3/20/2025,8371.15
3/21/2025,8285.96
3/22/2025,8197.8
3/23/2025,8298.69
3/24/2025,8880.23
3/25/2025,8997.57
3/26/2025,9001.64
3/27/2025,8958.55
